query,d_score,best_so_far
0,0.2330109299776637,0.2330109299776637
1,0.20515344980835665,0.20515344980835665
2,0.8810984675340928,0.20515344980835665
3,0.3006808531719047,0.20515344980835665
4,0.07380619144372046,0.07380619144372046
5,0.3882984103209278,0.07380619144372046
6,0.4300940285173459,0.07380619144372046
7,0.502248530587007,0.07380619144372046
8,0.9115165529600014,0.07380619144372046
9,0.9855570221799463,0.07380619144372046
10,1.6613603862273012,0.07380619144372046
11,0.6946386492008954,0.07380619144372046
12,1.130109880612735,0.07380619144372046
13,1.7712620459382888,0.07380619144372046
14,1.3116666742650915,0.07380619144372046
15,0.21444485303245686,0.07380619144372046
16,1.2080822471955213,0.07380619144372046
17,1.0428599155256562,0.07380619144372046
18,0.7105603826409196,0.07380619144372046
19,0.0493539395365642,0.0493539395365642
20,1.21962931611269,0.0493539395365642
21,0.3232692663437312,0.0493539395365642
22,0.972992272494175,0.0493539395365642
23,0.4749119207988882,0.0493539395365642
24,0.1928003200093905,0.0493539395365642
25,1.1145144596976477,0.0493539395365642
26,0.7927645029402179,0.0493539395365642
27,0.31164064368748384,0.0493539395365642
28,0.6731793906286136,0.0493539395365642
29,0.6617345808986435,0.0493539395365642
30,1.0365832446961687,0.0493539395365642
31,0.6010344964178737,0.0493539395365642
32,0.03395811157832209,0.03395811157832209
33,0.6410084348878067,0.03395811157832209
34,1.190584109179667,0.03395811157832209
35,0.20905771264334994,0.03395811157832209
36,0.894055355124357,0.03395811157832209
37,1.3302470478047848,0.03395811157832209
38,1.7693724688690002,0.03395811157832209
39,0.3796845159792925,0.03395811157832209
40,1.8074087259093317,0.03395811157832209
41,1.1751986205577676,0.03395811157832209
42,0.36919361927112465,0.03395811157832209
43,0.8622627746183362,0.03395811157832209
44,0.9246505292659082,0.03395811157832209
45,1.040617941215732,0.03395811157832209
46,1.0044809547543967,0.03395811157832209
47,0.04915707412576886,0.03395811157832209
48,0.6428895754499222,0.03395811157832209
49,0.8960909003215699,0.03395811157832209
50,0.7046418307068218,0.03395811157832209
51,0.3812231171864984,0.03395811157832209
52,1.0982621771466388,0.03395811157832209
53,0.6314279091950612,0.03395811157832209
54,0.444655439123969,0.03395811157832209
55,1.2345378268467524,0.03395811157832209
56,0.4555140433426874,0.03395811157832209
57,0.330432168495017,0.03395811157832209
58,0.3851255863968733,0.03395811157832209
59,0.07927539383738469,0.03395811157832209
60,0.5660552178216053,0.03395811157832209
61,0.17825722253123918,0.03395811157832209
62,0.8633825388371548,0.03395811157832209
63,0.026639608951624365,0.026639608951624365
64,0.25415073892796713,0.026639608951624365
65,0.107004997374636,0.026639608951624365
66,10.780051995498779,0.026639608951624365
67,0.6388686565843801,0.026639608951624365
68,0.5635896592260147,0.026639608951624365
69,0.7227437092983127,0.026639608951624365
70,0.6935351447853313,0.026639608951624365
71,0.7244662314333191,0.026639608951624365
72,0.3676286120977712,0.026639608951624365
73,0.61039699983692,0.026639608951624365
74,1.8274277639920002,0.026639608951624365
75,0.2604491366675054,0.026639608951624365
76,1.080002399113777,0.026639608951624365
77,1.1912371319494592,0.026639608951624365
78,1.5898510942289272,0.026639608951624365
79,0.9003106751023227,0.026639608951624365
80,1.5113622057154068,0.026639608951624365
81,1.1345948682248745,0.026639608951624365
82,0.8929581002921749,0.026639608951624365
83,1.8241647760861668,0.026639608951624365
84,0.17838933814883945,0.026639608951624365
85,0.9037866990363427,0.026639608951624365
86,0.040328848367256184,0.026639608951624365
87,0.6265289557540676,0.026639608951624365
88,0.3347795660582857,0.026639608951624365
89,0.7628986659960443,0.026639608951624365
90,1.93395267801032,0.026639608951624365
91,0.6588929403282825,0.026639608951624365
92,0.7525177028639781,0.026639608951624365
93,0.16921413137045976,0.026639608951624365
94,0.6174882649838598,0.026639608951624365
95,0.019709912884353694,0.019709912884353694
96,0.04420778280030843,0.019709912884353694
97,2.970998329685554,0.019709912884353694
98,0.5368785732358797,0.019709912884353694
99,1.5814491035600782,0.019709912884353694
100,0.42742339282291036,0.019709912884353694
101,1.2345419343559054,0.019709912884353694
102,0.20707714916868866,0.019709912884353694
103,1.2453472339342528,0.019709912884353694
104,1.1178396193613902,0.019709912884353694
105,0.3395062519852943,0.019709912884353694
106,1.1474806777011737,0.019709912884353694
107,1.504250094807821,0.019709912884353694
108,0.9334887482488508,0.019709912884353694
109,1.0973696545822802,0.019709912884353694
110,1.821013201890139,0.019709912884353694
111,1.6510167414180812,0.019709912884353694
112,0.9721429100019423,0.019709912884353694
113,1.5729435687672313,0.019709912884353694
114,1.1126684464899166,0.019709912884353694
115,1.8470408191588688,0.019709912884353694
116,1.9851391877066495,0.019709912884353694
117,1.9884324630315675,0.019709912884353694
118,1.7146316110713438,0.019709912884353694
119,1.431587940195986,0.019709912884353694
120,1.379624253168329,0.019709912884353694
121,2.9102934858520717,0.019709912884353694
122,2.2696320806499193,0.019709912884353694
123,2.009084276635944,0.019709912884353694
124,2.846388403467413,0.019709912884353694
125,1.8588151598947114,0.019709912884353694
126,2.4507152497626286,0.019709912884353694
127,1.808148567187073,0.019709912884353694
128,2.2301988310047838,0.019709912884353694
129,2.1061491228635543,0.019709912884353694
130,2.7135455082140676,0.019709912884353694
131,2.239637720836284,0.019709912884353694
132,2.081210096646371,0.019709912884353694
133,2.890995688119935,0.019709912884353694
134,1.7292510212240717,0.019709912884353694
135,2.4832028248818916,0.019709912884353694
136,2.278252908043185,0.019709912884353694
137,1.799074303761393,0.019709912884353694
138,1.2708428600870976,0.019709912884353694
139,2.208478815512003,0.019709912884353694
140,2.0320006242484894,0.019709912884353694
141,2.9038518921205023,0.019709912884353694
142,2.9421684838761033,0.019709912884353694
143,2.1071291199547373,0.019709912884353694
144,2.4489235984646065,0.019709912884353694
145,3.0079017997269966,0.019709912884353694
146,3.1699807362366124,0.019709912884353694
147,2.5272689468025487,0.019709912884353694
148,2.2017828180693058,0.019709912884353694
149,2.2667006776436955,0.019709912884353694
